编号,头像,生命成长,无用,名字,外号,性别,等级,经验,生命,生命最大值,内伤,中毒,体力,物品修炼点数,武器,防具,动作帧数1,动作帧数2,动作帧数3,动作帧数4,动作帧数5,动作帧数6,动作帧数7,动作帧数8,动作帧数9,动作帧数10,动作帧数11,动作帧数12,动作帧数13,动作帧数14,动作帧数15,内力性质,内力,内力最大值,攻击力,轻功,防御力,医疗,用毒,解毒,抗毒,拳掌,御剑,耍刀,特殊,暗器,武学常识,品德,攻击带毒,左右互搏,声望,资质,修炼物品,修炼点数,所会武功1,所会武功2,所会武功3,所会武功4,所会武功5,所会武功6,所会武功7,所会武功8,所会武功9,所会武功10,武功等级1,武功等级2,武功等级3,武功等级4,武功等级5,武功等级6,武功等级7,武功等级8,武功等级9,武功等级10,携带物品1,携带物品2,携带物品3,携带物品4,携带物品数量1,携带物品数量2,携带物品数量3,携带物品数量4
295,209,0,1,全真教徒,全真教徒,0,5,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1300,1300,75,65,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
296,209,0,1,全真教徒,全真教徒,0,5,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1300,1300,80,65,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
297,209,0,1,全真教徒,全真教徒,0,6,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,490,490,85,65,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
298,209,0,1,全真教徒,全真教徒,0,7,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,490,490,85,70,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
299,209,0,1,全真教徒,全真教徒,0,8,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1300,1300,85,60,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
300,209,0,1,全真教徒,全真教徒,0,8,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1390,1390,90,60,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
301,194,0,1,明教弟子,明教弟子,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,430,430,60,55,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
302,194,0,1,明教弟子,明教弟子,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,430,430,60,55,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
303,194,0,1,明教弟子,明教弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
304,194,0,1,明教弟子,明教弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
305,194,0,1,明教弟子,明教弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
306,194,0,1,明教弟子,明教弟子,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,450,450,70,65,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
307,194,0,1,明教弟子,明教弟子,0,6,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,450,450,75,65,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
308,194,0,1,明教弟子,明教弟子,0,6,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,450,450,75,65,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
309,194,0,1,明教弟子,明教弟子,0,7,0,417,417,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,460,460,80,65,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
310,194,0,1,明教弟子,明教弟子,0,8,0,438,438,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,460,460,85,65,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
311,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
312,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
313,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
314,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
315,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
316,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
317,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
318,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
319,216,0,1,大鱷魚,大鱷魚,0,10,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,1,1400,1400,105,50,90,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,75,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
320,190,0,1,武當弟子,風老前輩,0,15,0,999,999,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,1399,1399,132,102,92,0,0,0,0,10,99,10,10,10,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
321,190,0,1,武當弟子,聾啞老人,0,16,0,558,558,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,990,990,110,80,72,0,0,0,0,75,56,43,34,54,10,77,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
322,190,0,1,武當弟子,神算子,1,8,0,462,462,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,480,480,81,80,64,0,0,0,0,40,40,40,40,30,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
323,190,0,1,武當弟子,零捌陸,0,15,0,999,999,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,690,690,125,110,90,0,0,0,0,90,90,90,90,90,90,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
324,190,0,1,武當弟子,智者,0,10,0,420,420,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,550,550,85,70,50,0,0,0,0,50,50,50,50,50,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
325,190,0,1,武當弟子,戲子,0,10,0,420,420,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,550,550,85,70,50,0,0,0,0,50,50,50,50,50,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
326,190,0,1,武當弟子,旺旺,0,10,0,420,420,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,450,450,85,70,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,50,-1,0,36,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
327,190,0,1,武當弟子,風老前輩,0,15,0,999,999,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,1399,1399,132,102,92,0,0,0,0,10,99,10,10,10,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
328,190,0,1,武當弟子,風老前輩,0,15,0,999,999,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,1399,1399,132,102,92,0,0,0,0,10,99,10,10,10,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
329,190,0,1,武當弟子,風老前輩,0,15,0,999,999,0,0,90,0,-1,-1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,1,1399,1399,132,102,92,0,0,0,0,10,99,10,10,10,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
330,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
331,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
332,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
333,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
334,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
335,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
336,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
337,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
338,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
339,191,0,1,峨嵋弟子,峨嵋弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
340,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
341,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
342,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
343,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
344,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
345,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
346,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
347,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
348,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
349,192,0,1,昆侖弟子,昆侖弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
350,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
351,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
352,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
353,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
354,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
355,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
356,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
357,193,0,1,崆峒弟子,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,35,35,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
358,193,0,1,崆峒醫生,崆峒弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,440,440,65,60,60,50,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,1,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
359,193,0,1,崆峒高手,崆峒弟子,0,8,0,400,400,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1800,1800,95,60,60,0,0,0,0,50,10,10,10,10,10,50,0,0,0,60,-1,0,23,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
360,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
361,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
362,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
363,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
364,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
365,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
366,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,16,0,0,0,0,13,0,0,0,0,5,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
367,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,12,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,34,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
